Id,SalePrice
1461,110000
1462,151500
1463,187500
1464,181000
1465,180000
1466,178000
1467,155000
1468,168000
1469,175000
1470,144000
1471,181000
1472,89500
1473,88000
1474,148500
1475,110000
1476,269500
1477,235128
1478,320000
1479,320000
1480,466500
1481,255000
1482,202500
1483,176485
1484,160200
1485,184100
1486,183500
1487,240000
1488,232000
1489,208300
1490,182000
1491,180000
1492,100000
1493,158000
1494,290000
1495,310000
1496,328900
1497,146000
1498,151000
1499,151000
1500,147400
1501,168500
1502,148800
1503,394432
1504,226000
1505,221000
1506,145000
1507,262280
1508,160000
1509,165000
1510,98600
1511,142000
1512,145000
1513,140000
1514,125000
1515,160000
1516,135000
1517,149000
1518,124000
1519,203000
1520,132500
1521,142000
1522,143000
1523,115000
1524,135000
1525,122000
1526,134500
1527,135000
1528,117000
1529,139950
1530,158000
1531,135000
1532,98000
1533,154000
1534,115000
1535,147000
1536,144000
1537,60000
1538,134900
1539,140000
1540,137000
1541,125500
1542,127000
1543,135000
1544,100000
1545,105000
1546,131000
1547,127500
1548,128000
1549,116900
1550,166000
1551,100000
1552,144000
1553,127000
1554,116000
1555,157500
1556,60000
1557,125000
1558,105500
1559,130000
1560,160000
1561,136500
1562,130000
1563,124900
1564,135960
1565,152000
1566,260000
1567,113000
1568,187500
1569,135000
1570,133000
1571,135000
1572,145000
1573,224000
1574,60000
1575,316600
1576,190000
1577,224000
1578,127000
1579,152000
1580,176500
1581,154000
1582,127000
1583,305900
1584,219500
1585,140000
1586,107500
1587,112000
1588,145000
1589,137500
1590,155000
1591,103200
1592,127000
1593,82500
1594,100000
1595,113000
1596,143000
1597,154300
1598,190000
1599,189000
1600,189000
1601,60000
1602,105000
1603,100000
1604,275000
1605,210000
1606,171500
1607,171000
1608,181134
1609,198900
1610,167500
1611,230000
1612,179900
1613,181000
1614,123000
1615,91500
1616,75000
1617,106000
1618,124500
1619,144000
1620,200000
1621,149500
1622,140000
1623,275000
1624,179900
1625,127500
1626,143000
1627,181000
1628,248000
1629,168500
1630,501837
1631,192000
1632,227000
1633,180000
1634,173000
1635,165600
1636,176000
1637,190000
1638,195000
1639,181000
1640,260000
1641,180000
1642,226000
1643,226000
1644,270000
1645,171000
1646,155000
1647,175500
1648,140000
1649,135000
1650,120500
1651,120500
1652,100000
1653,85400
1654,148500
1655,127500
1656,148500
1657,148500
1658,148500
1659,124500
1660,147000
1661,345000
1662,339750
1663,394617
1664,611657
1665,253293
1666,259000
1667,310000
1668,320000
1669,277500
1670,320000
1671,220000
1672,501837
1673,309000
1674,227000
1675,185850
1676,196000
1677,224000
1678,611657
1679,315000
1680,277500
1681,318061
1682,315000
1683,171750
1684,163990
1685,174000
1686,160200
1687,160000
1688,183500
1689,183500
1690,184000
1691,188500
1692,239900
1693,180000
1694,173000
1695,170000
1696,215000
1697,170000
1698,325000
1699,213250
1700,255000
1701,239500
1702,245350
1703,287090
1704,306000
1705,189000
1706,611657
1707,182000
1708,182000
1709,232600
1710,232600
1711,339750
1712,230000
1713,325624
1714,214000
1715,216000
1716,179900
1717,142500
1718,158000
1719,200000
1720,214000
1721,176000
1722,84500
1723,155000
1724,182000
1725,244000
1726,175900
1727,179200
1728,212000
1729,173900
1730,112000
1731,112500
1732,129900
1733,125000
1734,108000
1735,132500
1736,115000
1737,275000
1738,210000
1739,130000
1740,208900
1741,199900
1742,168500
1743,183900
1744,222000
1745,225000
1746,260000
1747,190000
1748,250000
1749,167900
1750,143000
1751,159500
1752,130000
1753,124000
1754,190000
1755,127500
1756,120500
1757,124500
1758,135000
1759,180000
1760,154000
1761,143000
1762,140000
1763,158000
1764,128000
1765,153500
1766,163000
1767,196000
1768,135000
1769,143000
1770,132500
1771,139000
1772,155000
1773,124000
1774,141000
1775,135000
1776,102000
1777,129900
1778,145500
1779,120000
1780,143000
1781,129000
1782,110000
1783,135000
1784,94000
1785,115000
1786,128500
1787,140000
1788,86000
1789,110000
1790,110000
1791,200000
1792,167000
1793,133000
1794,134500
1795,128900
1796,140000
1797,119900
1798,132000
1799,119000
1800,140000
1801,135000
1802,140000
1803,140000
1804,135960
1805,140000
1806,115000
1807,137000
1808,127000
1809,115000
1810,140000
1811,160000
1812,135000
1813,128000
1814,115000
1815,39300
1816,105900
1817,107400
1818,107500
1819,114504
1820,100000
1821,102000
1822,135000
1823,85000
1824,118400
1825,127000
1826,105000
1827,100000
1828,127000
1829,100000
1830,140000
1831,159500
1832,107500
1833,139000
1834,135000
1835,122000
1836,115000
1837,107500
1838,140000
1839,118000
1840,179000
1841,179000
1842,135000
1843,135000
1844,140000
1845,140000
1846,155000
1847,158000
1848,60000
1849,139600
1850,139000
1851,140000
1852,139000
1853,140000
1854,147000
1855,127000
1856,213000
1857,134432
1858,142953
1859,118858
1860,153337
1861,118858
1862,206300
1863,206300
1864,206300
1865,370878
1866,295493
1867,244600
1868,297000
1869,194500
1870,203000
1871,232000
1872,163990
1873,260000
1874,138000
1875,152000
1876,185000
1877,185000
1878,192000
1879,144000
1880,137000
1881,214000
1882,222500
1883,183000
1884,197900
1885,203000
1886,307000
1887,220000
1888,220000
1889,156932
1890,141000
1891,145000
1892,110000
1893,139000
1894,136500
1895,139000
1896,140000
1897,140000
1898,116000
1899,112000
1900,165000
1901,140000
1902,112000
1903,200000
1904,141000
1905,160000
1906,155000
1907,170000
1908,124000
1909,124000
1910,124000
1911,187500
1912,217000
1913,140000
1914,79000
1915,392500
1916,60000
1917,248000
1918,125000
1919,151000
1920,162500
1921,385000
1922,377500
1923,178000
1924,175000
1925,200000
1926,395192
1927,135000
1928,144500
1929,133900
1930,127000
1931,133000
1932,149500
1933,152000
1934,181000
1935,165600
1936,192000
1937,168000
1938,192000
1939,286000
1940,170000
1941,181000
1942,179200
1943,180000
1944,309000
1945,377500
1946,110000
1947,319900
1948,185000
1949,180000
1950,162500
1951,180000
1952,175000
1953,143000
1954,171000
1955,154000
1956,250000
1957,140000
1958,290000
1959,136000
1960,135750
1961,112500
1962,85400
1963,85400
1964,112000
1965,148500
1966,140000
1967,318000
1968,611657
1969,315000
1970,426000
1971,383970
1972,426000
1973,214000
1974,290000
1975,611657
1976,285000
1977,315000
1978,556581
1979,318061
1980,202500
1981,318000
1982,254000
1983,202500
1984,175500
1985,246578
1986,175900
1987,159895
1988,178900
1989,183500
1990,215000
1991,224000
1992,225000
1993,178000
1994,236000
1995,181000
1996,258000
1997,313000
1998,301500
1999,225000
2000,290000
2001,290000
2002,232000
2003,228500
2004,230000
2005,227000
2006,250580
2007,239000
2008,185000
2009,212000
2010,180000
2011,155000
2012,176485
2013,185900
2014,201000
2015,194500
2016,175900
2017,187000
2018,128200
2019,147000
2020,125000
2021,130000
2022,175000
2023,152000
2024,290000
2025,410000
2026,196000
2027,151000
2028,146000
2029,179400
2030,278000
2031,197000
2032,328900
2033,328900
2034,155000
2035,193000
2036,172500
2037,172500
2038,270000
2039,270000
