Id,SalePrice
1461,113236.5413695001
1462,172465.95104581927
1463,168396.14234433882
1464,191516.00012998853
1465,190242.04368711112
1466,170543.33406155626
1467,177317.1655608383
1468,162179.67141180532
1469,215781.91267462063
1470,110785.88263500051
1471,200668.9902295437
1472,99149.36268482445
1473,86979.02875129576
1474,145380.22714744194
1475,102228.983217425
1476,324532.25821119617
1477,238863.36357721046
1478,302135.8851428898
1479,288562.9975117546
1480,428572.5162773739
1481,303408.80098390346
1482,217059.0313038564
1483,179026.6912637023
1484,185485.61072861974
1485,199014.44826510875
1486,211667.214624963
1487,297470.78463292995
1488,244273.3775404573
1489,180921.6107071634
1490,238767.2154814545
1491,221229.82187192386
1492,105802.45345021033
1493,202511.96009120956
1494,294412.0848929398
1495,276995.7901773212
1496,240486.79669965582
1497,166371.7771238488
1498,172543.36278435908
1499,155336.7905288897
1500,154702.13203670562
1501,205635.66251722287
1502,150486.67365454504
1503,292450.8788954577
1504,245447.73545565072
1505,225364.56565623847
1506,197154.5575306238
1507,248684.5242286689
1508,206554.4701056953
1509,154609.83297511446
1510,139412.39676144964
1511,145236.6118028221
1512,188382.499219315
1513,147119.21514660184
1514,145866.40565164853
1515,216722.9954128631
1516,164608.30276293325
1517,174766.38367838127
1518,121884.1111767455
1519,236807.93584300927
1520,123599.23593948438
1521,116009.8735857663
1522,196807.791259525
1523,94993.00486386998
1524,106164.0203201815
1525,92023.15091820894
1526,104807.9251839469
1527,98126.72305918409
1528,140599.05644375773
1529,137188.71142237028
1530,229308.50431902846
1531,157878.12317650008
1532,117821.33041665552
1533,169142.10032756248
1534,111851.68984505103
1535,152926.6187216795
1536,106866.8177988056
1537,52819.883509434585
1538,175425.02264395787
1539,224361.5113494231
1540,130367.79225504474
1541,135607.94700513856
1542,133376.9600134999
1543,194370.73978770612
1544,97620.98704185779
1545,122931.70307041134
1546,148784.94076744496
1547,155219.06488949183
1548,141184.8296597841
1549,133277.19787211786
1550,146051.97460587643
1551,131770.46771924308
1552,149365.91705800727
1553,165711.34769161296
1554,111167.75435138494
1555,167439.1038983016
1556,58243.428908333764
1557,96607.37332477007
1558,89753.93769912003
1559,95217.85311064619
1560,155067.4768352809
1561,117778.75405602198
1562,127613.92225790623
1563,109876.08571534278
1564,147808.00631515565
1565,123571.03821505472
1566,245543.4273759612
1567,61743.36124383437
1568,234679.2502783445
1569,102971.05597450846
1570,152327.30935442692
1571,112789.91214267869
1572,138615.87392365158
1573,264193.3044783294
1574,128806.53591361112
1575,257180.50981137063
1576,234187.0711575949
1577,198911.75558288035
1578,126731.38878180733
1579,140963.94648711057
1580,194832.71218475176
1581,159595.68650036893
1582,132450.5468872246
1583,299416.8119824055
1584,230382.34081052477
1585,167533.34905673552
1586,41794.55715823872
1587,92589.46064718883
1588,154865.87652150798
1589,109058.62039704056
1590,123520.23518324608
1591,83405.52775061486
1592,120152.44739859027
1593,138802.2628591968
1594,123123.2863390575
1595,132246.58302655444
1596,223361.53745767695
1597,167612.1803500724
1598,193743.87175177818
1599,219138.5301479668
1600,204773.04028080456
1601,41592.797508293996
1602,121680.05272537482
1603,58153.39089576021
1604,274679.812186575
1605,259224.98022014415
1606,157545.6174307873
1607,132838.1275788566
1608,226212.12519935565
1609,189663.47449590592
1610,144486.96782095707
1611,140718.42389130424
1612,182204.94304746593
1613,161526.48721744603
1614,134824.4604158129
1615,81476.40731681499
1616,60352.48561723821
1617,66527.38986301242
1618,102446.10105120752
1619,159817.46720441873
1620,166477.3177694009
1621,131883.08312831452
1622,145613.80194752087
1623,271499.6060677039
1624,218352.562598382
1625,110554.12703411281
1626,178547.27114968485
1627,180666.454639224
1628,303097.577588668
1629,177402.7767320837
1630,320397.3134605157
1631,212476.65134426666
1632,224058.47282485804
1633,183171.0649339673
1634,194565.35234917182
1635,187592.9548751188
1636,165580.42424619914
1637,193302.6652137055
1638,223650.254060528
1639,184826.8811998493
1640,270737.02512348304
1641,186589.63369240804
1642,249895.69318309182
1643,227107.04242526297
1644,236694.96644836664
1645,240904.26620993146
1646,166535.74096266623
1647,157379.12322903203
1648,129599.00864838366
1649,142879.1683743525
1650,113302.35954930627
1651,105119.38202680077
1652,101989.44873344863
1653,105368.97343885875
1654,150169.7630758494
1655,142118.69149517588
1656,135302.83021221939
1657,151432.70575020998
1658,154651.48778753536
1659,112420.5721653155
1660,152499.30496430723
1661,383200.96947174356
1662,328530.48955300124
1663,349677.95130409393
1664,429917.7298557892
1665,300315.70091436594
1666,305327.5093592345
1667,335889.0997726007
1668,328991.53140931204
1669,299377.98284751165
1670,322665.7252067444
1671,257989.625977544
1672,375579.6244329661
1673,281890.4847148588
1674,252347.6447851644
1675,205369.6341035259
1676,204152.79830973718
1677,206618.80848420277
1678,422786.4735705558
1679,350008.28984149825
1680,294583.1573996778
1681,259758.52142970427
1682,301692.9601905438
1683,189928.64452572184
1684,193848.14512248838
1685,200641.33243407303
1686,191815.84903237136
1687,187156.72764183645
1688,212883.98941242497
1689,214816.12897521025
1690,217253.652178147
1691,205301.88754242606
1692,275426.2147652479
1693,191161.2133000695
1694,183801.94623162755
1695,160686.23903767142
1696,282004.8942154832
1697,158928.95070839534
1698,318125.45601801225
1699,322836.4604878458
1700,250903.26517111808
1701,276930.3144935899
1702,254489.53149395355
1703,255813.56619842025
1704,284104.1902618171
1705,258296.308401498
1706,391886.07629369036
1707,207907.6870720177
1708,202808.1477995325
1709,267180.80861191975
1710,233731.66494463547
1711,266520.43223322975
1712,252783.0257655984
1713,270063.0461035884
1714,225189.97325707483
1715,212161.71302275185
1716,185672.59541262558
1717,186021.13063600025
1718,143500.63710606768
1719,227928.3007943139
1720,269198.94920777157
1721,182713.23470673547
1722,135949.6831147215
1723,162731.087455237
1724,221171.874434805
1725,247297.67365291086
1726,193718.26695447584
1727,156763.90456351254
1728,197665.21315419488
1729,162162.63138762105
1730,147897.21910535492
1731,123261.48570844502
1732,122417.28605353547
1733,103623.83648209699
1734,106786.94768355618
1735,140775.57179579517
1736,107434.08974612184
1737,301471.0862804919
1738,243103.0308279444
1739,249474.34839760896
1740,195105.66917425604
1741,188587.39711261715
1742,186276.2434411103
1743,188651.18963390362
1744,319278.6176500821
1745,223864.1603589967
1746,210019.15422663226
1747,230788.3914536701
1748,229927.52593954082
1749,166561.9501205659
1750,147607.48029848805
1751,259413.52192933857
1752,106053.2748159428
1753,146930.14851025963
1754,213846.50500328525
1755,178585.93194653513
1756,136976.67217513733
1757,103635.90070059447
1758,159829.0343857566
1759,173775.15310328535
1760,174891.07189182378
1761,149734.9948007794
1762,171135.9924441728
1763,185880.52012388024
1764,104063.83794063842
1765,190369.19782453927
1766,190305.63360655145
1767,228558.7808474697
1768,150207.5182290849
1769,176709.43944554974
1770,163938.01929631922
1771,112270.35968964285
1772,141945.39086415136
1773,115078.32503221201
1774,155607.0315923345
1775,141547.82231498702
1776,141516.62467048934
1777,84243.79176708712
1778,151914.37379318452
1779,123684.62273520883
1780,187905.1062697863
1781,120193.31782773405
1782,58476.6299690266
1783,135559.92969227844
1784,85718.16836486536
1785,123987.73964021122
1786,133436.48691817682
1787,179593.32270826522
1788,35360.681541304686
1789,109183.22750244994
1790,48328.900285315525
1791,205067.05766169674
1792,161568.34987473302
1793,128839.40292238147
1794,184507.99844203383
1795,128000.88237104233
1796,162662.2235560767
1797,151727.25090374844
1798,103961.69172776624
1799,92168.82997188024
1800,119154.6578747275
1801,109619.15787151351
1802,140964.42993260536
1803,165525.14669999393
1804,138344.1007521539
1805,132003.3746799745
1806,129593.09547728783
1807,157549.43818401458
1808,124436.08017444197
1809,134324.29549966706
1810,154324.2694517278
1811,82088.69131353148
1812,98613.87139360578
1813,119291.01624047791
1814,83614.08052659174
1815,33615.83887800772
