Id,SalePrice
1461,144000
1462,151500
1463,187500
1464,189000
1465,196000
1466,188000
1467,148000
1468,168000
1469,157000
1470,144000
1471,196000
1472,83000
1473,88000
1474,148500
1475,132000
1476,556581
1477,235128
1478,320000
1479,320000
1480,466500
1481,426000
1482,202500
1483,200141
1484,160200
1485,184100
1486,183500
1487,275000
1488,232000
1489,208300
1490,167000
1491,180000
1492,102000
1493,155000
1494,301000
1495,305000
1496,328900
1497,175500
1498,151000
1499,151000
1500,160000
1501,168500
1502,148800
1503,239686
1504,189000
1505,187750
1506,200000
1507,250000
1508,190000
1509,165150
1510,145250
1511,137500
1512,137500
1513,140000
1514,188000
1515,139000
1516,168000
1517,148000
1518,124000
1519,235000
1520,132500
1521,142000
1522,167500
1523,135000
1524,135000
1525,122000
1526,131500
1527,115000
1528,138500
1529,140000
1530,170000
1531,169500
1532,98000
1533,154000
1534,115000
1535,144000
1536,119000
1537,60000
1538,159500
1539,159500
1540,160000
1541,125500
1542,127000
1543,122000
1544,109500
1545,110000
1546,131000
1547,127500
1548,127000
1549,112500
1550,127000
1551,127500
1552,141500
1553,127000
1554,135000
1555,143000
1556,135000
1557,125000
1558,91000
1559,85000
1560,140000
1561,136500
1562,129000
1563,124900
1564,135960
1565,152000
1566,215000
1567,79900
1568,190000
1569,135000
1570,147000
1571,140000
1572,145000
1573,239686
1574,60000
1575,260000
1576,215000
1577,194000
1578,112000
1579,140000
1580,181000
1581,130250
1582,112500
1583,305900
1584,250000
1585,144000
1586,72500
1587,112000
1588,145000
1589,112000
1590,135000
1591,103200
1592,143000
1593,110000
1594,55000
1595,108000
1596,155000
1597,154300
1598,170000
1599,187500
1600,189000
1601,60000
1602,105000
1603,55993
1604,275000
1605,235000
1606,158000
1607,171000
1608,200141
1609,178000
1610,167500
1611,115000
1612,186000
1613,175000
1614,139000
1615,118000
1616,75000
1617,75000
1618,127000
1619,128200
1620,200000
1621,105000
1622,140000
1623,275000
1624,187500
1625,144000
1626,167900
1627,192000
1628,248000
1629,168500
1630,324000
1631,192000
1632,251000
1633,180000
1634,185000
1635,187500
1636,176000
1637,200000
1638,195000
1639,180000
1640,250000
1641,180000
1642,226000
1643,226000
1644,270000
1645,250000
1646,155000
