Id,SalePrice
1461,144000
1462,151500
1463,192000
1464,173000
1465,192000
1466,178000
1467,173000
1468,168000
1469,167000
1470,125000
1471,196000
1472,83000
1473,88000
1474,148500
1475,148500
1476,269500
1477,233170
1478,312500
1479,320000
1480,466500
1481,285000
1482,202500
1483,176485
1484,160200
1485,184100
1486,183500
1487,213000
1488,232000
1489,208300
1490,220000
1491,180000
1492,108000
1493,139000
1494,290000
1495,190000
1496,172500
1497,175500
1498,151000
1499,151000
1500,147400
1501,168500
1502,148800
1503,394432
1504,226000
1505,221000
1506,137900
1507,268000
1508,190000
1509,154000
1510,135000
1511,129000
1512,145000
1513,158000
1514,142600
1515,143000
1516,135000
1517,149000
1518,124000
1519,272000
1520,142000
1521,142000
1522,143000
1523,100000
1524,135000
1525,122000
1526,128500
1527,100000
1528,147000
1529,154000
1530,140000
1531,169500
1532,87000
1533,154000
1534,115000
1535,147000
1536,133700
1537,60000
1538,140000
1539,159500
1540,137000
1541,154000
1542,127000
1543,140000
1544,105000
1545,66500
1546,131000
1547,133000
1548,110000
1549,66500
1550,152000
1551,118000
1552,135000
1553,127000
1554,110000
1555,150000
1556,110000
1557,125000
1558,110000
1559,122000
1560,160000
1561,136500
1562,130000
1563,97000
1564,171000
1565,154000
1566,260000
1567,79900
1568,240000
1569,135000
1570,147000
1571,87000
1572,145000
1573,224000
1574,60000
1575,316600
1576,201000
1577,208300
1578,112000
1579,135000
1580,185000
1581,154000
1582,120500
1583,305900
1584,250000
1585,140000
1586,107500
1587,112000
1588,142000
1589,110000
1590,125000
1591,115000
1592,143000
1593,115000
1594,200000
1595,108000
1596,143000
1597,154300
1598,197000
1599,189000
1600,189000
1601,60000
1602,105000
1603,81000
1604,275000
1605,230000
1606,158000
1607,171000
1608,181134
1609,198900
1610,167500
1611,140000
1612,175000
1613,178000
1614,140000
1615,91500
1616,75000
1617,83500
1618,127000
1619,128200
1620,189000
1621,147000
1622,140000
1623,275000
1624,226000
1625,110000
1626,82500
1627,173000
1628,354000
1629,168500
1630,324000
1631,192000
1632,251000
1633,180000
1634,185000
1635,165600
1636,176000
1637,169500
1638,195000
1639,172500
1640,250000
1641,180000
1642,226000
1643,226000
1644,270000
1645,250000
1646,155000
