Id,SalePrice
1461,125000
1462,157900
1463,192000
1464,173000
1465,153900
1466,178000
1467,173000
1468,174000
1469,167000
1470,123000
1471,236500
1472,118000
1473,88000
1474,148500
1475,110000
1476,276000
1477,233170
1478,320000
1479,253293
1480,466500
1481,305000
1482,202500
1483,176485
1484,167240
1485,184100
1486,183500
1487,275000
1488,232000
1489,208300
1490,220000
1491,180000
1492,82000
1493,155000
1494,290000
1495,240000
1496,246578
1497,175500
1498,151000
1499,151000
1500,147400
1501,168500
1502,148800
1503,394432
1504,226000
1505,221000
1506,180000
1507,320000
1508,157000
1509,154000
1510,139000
1511,129000
1512,167000
1513,140000
1514,125000
1515,160000
1516,143000
1517,148000
1518,124000
1519,272000
1520,132500
1521,142000
1522,167500
1523,93000
1524,119000
1525,122000
1526,114500
1527,100000
1528,129000
1529,135000
1530,140000
1531,169500
1532,108000
1533,130000
1534,115000
1535,147000
1536,133700
1537,60000
1538,107400
1539,122000
1540,137000
1541,154000
1542,127000
1543,234000
1544,58500
1545,105000
1546,131000
1547,133000
1548,128000
1549,124000
1550,127500
1551,120000
1552,180500
1553,127000
1554,135000
1555,143000
1556,85000
1557,125000
1558,110000
1559,130000
1560,127500
1561,136500
1562,130000
1563,97000
1564,165500
1565,162000
1566,260000
1567,76000
1568,260000
1569,139000
1570,147000
1571,140000
1572,145000
1573,215000
1574,60000
1575,190000
1576,190000
1577,194500
1578,112000
1579,147000
1580,181000
1581,148000
1582,112500
1583,305900
1584,250000
1585,140000
1586,72500
1587,108000
1588,142000
1589,82000
1590,171000
1591,115000
1592,115000
1593,115000
1594,200000
1595,81000
1596,311500
1597,154300
1598,190000
1599,189000
1600,189000
1601,60000
1602,105000
1603,100000
1604,275000
1605,235000
1606,148000
1607,171000
1608,221000
1609,198900
1610,167500
1611,140000
1612,179900
1613,178000
1614,123000
1615,80000
1616,75000
1617,88000
1618,127000
1619,128200
1620,145000
1621,110000
1622,152000
1623,275000
1624,179900
1625,110000
1626,167900
1627,192000
1628,354000
1629,168500
1630,324000
1631,192000
1632,227000
1633,180000
1634,192000
1635,165600
1636,176000
1637,190000
1638,197900
1639,82500
1640,250000
1641,180000
1642,226000
1643,191000
1644,226000
1645,250000
1646,160000
1647,162500
1648,140000
1649,135000
1650,120500
1651,124500
1652,100000
1653,100000
1654,148500
1655,127500
1656,148500
1657,155000
1658,148500
1659,125000
1660,163000
1661,412500
1662,383970
1663,394617
1664,466500
1665,320000
1666,315000
1667,437154
1668,320000
1669,374000
1670,320000
1671,220000
1672,501837
1673,309000
1674,248900
1675,185850
1676,196000
1677,254000
1678,611657
1679,315000
1680,319900
1681,318061
1682,315000
1683,171750
1684,155835
1685,163990
1686,160200
1687,184100
1688,183500
1689,183500
1690,184000
1691,188500
1692,222500
1693,184100
1694,173000
1695,170000
1696,225000
1697,170000
1698,260000
1699,213250
1700,213000
1701,239500
1702,245350
1703,287090
1704,297000
1705,201000
1706,611657
1707,250580
1708,250580
1709,256300
1710,185000
1711,339750
1712,230000
1713,220000
1714,214000
1715,216000
1716,250580
1717,142500
1718,84500
1719,190000
1720,232000
1721,159000
1722,84500
1723,155000
1724,227680
1725,237000
1726,175900
1727,153900
1728,193000
1729,159500
1730,112000
1731,115000
1732,129900
1733,129900
1734,124000
1735,130000
1736,115000
1737,190000
1738,228000
1739,130000
1740,208900
1741,197000
1742,168500
1743,183900
1744,320000
1745,167000
1746,187000
1747,190000
1748,200000
1749,167900
1750,140000
1751,226000
1752,130000
1753,140000
1754,205000
1755,175000
1756,120500
1757,127000
1758,144000
1759,139000
1760,155000
1761,170000
1762,155000
1763,158000
1764,128000
1765,139000
1766,163000
1767,197500
1768,135000
1769,157000
1770,134500
1771,139000
1772,139000
1773,124000
1774,135000
1775,135000
1776,110000
1777,129900
1778,134500
1779,108000
1780,175000
1781,132000
1782,110000
1783,139000
1784,100000
1785,139400
1786,135000
1787,140000
1788,60000
1789,130000
1790,64500
1791,200000
1792,160000
1793,129000
1794,109000
1795,136000
1796,120000
1797,110000
1798,133700
1799,119000
1800,140000
1801,135000
1802,115000
1803,140000
1804,144000
1805,139000
1806,115000
1807,137000
1808,112000
1809,115000
1810,140000
1811,113000
1812,135000
1813,118000
1814,115000
1815,60000
1816,100000
1817,107400
1818,130000
1819,135000
1820,100000
1821,115000
1822,135000
1823,60000
1824,102000
1825,145000
1826,105000
1827,100000
1828,127000
1829,100000
1830,87000
1831,140000
1832,85000
1833,104900
1834,159434
1835,135900
1836,108480
1837,109500
1838,147000
1839,118000
1840,179000
1841,150000
1842,79000
1843,154000
1844,148000
1845,140000
1846,155000
1847,144000
1848,60000
1849,90000
1850,128900
1851,140000
1852,141000
1853,143000
1854,173000
1855,140000
1856,190000
1857,115000
1858,142953
1859,118858
1860,153337
1861,118858
1862,200000
1863,200000
1864,200000
1865,370878
1866,297000
1867,244600
1868,297000
1869,392000
1870,194500
1871,239000
1872,174000
1873,269790
1874,138000
1875,152000
1876,200500
1877,226000
1878,192000
1879,125500
1880,129900
1881,214000
1882,222500
1883,195000
1884,197900
1885,203000
1886,312500
1887,210000
1888,293077
1889,156932
1890,139000
1891,140000
1892,110000
1893,139000
1894,141000
1895,132000
1896,105000
1897,127500
1898,113000
1899,140000
1900,120000
1901,140000
1902,128900
1903,239000
1904,155000
1905,190000
1906,160000
1907,170000
1908,94500
1909,124000
1910,124000
1911,163000
1912,335000
1913,214500
1914,113000
1915,392500
1916,60000
1917,250000
1918,125000
1919,144000
1920,140000
1921,385000
1922,249700
1923,161750
1924,187500
1925,188000
1926,385000
1927,132500
1928,143000
1929,133900
1930,145000
1931,134900
1932,110000
1933,167900
1934,173000
1935,165600
1936,192000
1937,185000
1938,179200
1939,286000
1940,192000
1941,181000
1942,200500
1943,180000
1944,309000
1945,374000
1946,127500
1947,319900
1948,140000
1949,260400
1950,162500
1951,180000
1952,215000
1953,180000
1954,197900
1955,154000
1956,206300
1957,185000
1958,238000
1959,136000
1960,132000
1961,112500
1962,83000
1963,118000
1964,112000
1965,148500
1966,140000
1967,318000
1968,555000
1969,315000
1970,345000
1971,426000
1972,354000
1973,214000
1974,290000
1975,611657
1976,285000
1977,315000
1978,380000
1979,319900
1980,202500
1981,315500
1982,254000
1983,202500
1984,175500
1985,246578
1986,175900
1987,159895
1988,178900
1989,183500
1990,219500
1991,254000
1992,269790
1993,178000
1994,236000
1995,185000
1996,265000
1997,313000
1998,350000
1999,325000
2000,290000
2001,290000
2002,220000
2003,270000
2004,230000
2005,192000
2006,250580
2007,255500
2008,185000
2009,212000
2010,180000
2011,84500
2012,176485
2013,173000
2014,187000
2015,212000
2016,207500
2017,226700
2018,128200
2019,129000
2020,125000
2021,120500
2022,82500
2023,152000
2024,335000
2025,285000
2026,185000
2027,173733
2028,146000
2029,179400
2030,278000
2031,199900
2032,286000
2033,328900
2034,155000
2035,193000
2036,172500
2037,172500
2038,172500
2039,270000
2040,290000
2041,161000
2042,189000
2043,175000
2044,127500
2045,202500
2046,124000
2047,154000
2048,129000
2049,142600
2050,161750
2051,106500
2052,139000
2053,141000
2054,87000
2055,166000
2056,162000
2057,110000
2058,195000
2059,139000
2060,135000
2061,166000
2062,145000
2063,120000
2064,140000
2065,110000
2066,160000
2067,115000
2068,136500
2069,97000
2070,94000
2071,110000
2072,153900
2073,149000
2074,163000
2075,155000
2076,115000
2077,124000
2078,119000
2079,131000
2080,119000
2081,119000
2082,141000
2083,131000
2084,110000
2085,135000
2086,147000
2087,135000
2088,114504
2089,80000
2090,155000
2091,113000
2092,135000
2093,124000
2094,100000
2095,140000
2096,105000
2097,94000
2098,145000
2099,60000
2100,115000
2101,115000
2102,120000
2103,110000
2104,122500
2105,127000
2106,60000
2107,117500
2108,115000
2109,115000
2110,125000
2111,140000
2112,143000
2113,125500
2114,127000
2115,137450
2116,107900
2117,132000
2118,119500
2119,115000
2120,120000
2121,110000
2122,120000
2123,107500
2124,135000
2125,107500
2126,214500
2127,160000
2128,114504
2129,110000
2130,140000
2131,102000
2132,87000
2133,100000
2134,119500
2135,79900
2136,106250
2137,128900
2138,132500
2139,107000
2140,130000
2141,151000
2142,139000
2143,131000
2144,125000
2145,132500
2146,149700
2147,139000
2148,127000
2149,134900
2150,180000
2151,116900
2152,170000
2153,139000
2154,118500
2155,120000
2156,250000
2157,220000
2158,267000
2159,194500
2160,179540
2161,232000
2162,611657
2163,320000
2164,203000
2165,235000
2166,126000
2167,215000
2168,204750
2169,185900
2170,230000
2171,158000
2172,158000
2173,185000
2174,228500
2175,261500
2176,374000
2177,195000
2178,213000
2179,143000
2180,206300
2181,185500
2182,212900
2183,181134
2184,139000
2185,140000
2186,135000
2187,107000
2188,149500
2189,126000
2190,82000
2191,82000
2192,116500
2193,79000
2194,98300
2195,110000
2196,140000
2197,127000
2198,174000
2199,145000
2200,141000
2201,110000
2202,161000
2203,178000
2204,179500
2205,115000
2206,155000
2207,165000
2208,226000
2209,180000
2210,124000
2211,119000
2212,135000
2213,81000
2214,130000
2215,100000
2216,131500
2217,60000
2218,79000
2219,79000
2220,78000
2221,392500
2222,275000
2223,271900
2224,210000
2225,126000
2226,207500
2227,187500
2228,214000
2229,200141
2230,167500
2231,183000
2232,181000
2233,175000
2234,220000
2235,214000
2236,451950
2237,280000
2238,206300
2239,147000
2240,162000
2241,129000
2242,129900
2243,127000
2244,91000
2245,91000
2246,135000
2247,119500
2248,124900
2249,120500
2250,129500
2251,140000
2252,180000
2253,170000
2254,178000
2255,192000
2256,162000
2257,200000
2258,173000
2259,178000
2260,215000
2261,153900
2262,180000
2263,354000
2264,466500
2265,131500
2266,277500
2267,290000
2268,337500
2269,162500
2270,130500
2271,217500
2272,215000
2273,173000
2274,160000
2275,157000
2276,158000
2277,240000
2278,123000
2279,112500
2280,124500
2281,181000
2282,196000
2283,83000
2284,113000
2285,140000
2286,127000
2287,337500
2288,255500
2289,440000
2290,315000
2291,309000
2292,385000
2293,555000
2294,325300
2295,501837
2296,230500
2297,339750
2298,320000
2299,325300
